"Test Case ID",Scenario,"Testing Type",Severity,Priority,"Feature Name","Sub Feature Name","Test Conditions","Test Idea","Test Data","Acceptance Criteria","Test Steps","Test Flow Name","Request Method","API End Point","Expected Output",cURL
TES10563,"Meera uses Bugasura in Vietnamese during a release issue, the team disables Vietnamese with the feature flag, and she continues her work in English instead of getting stuck on broken screens.","Business Critical Flow",CRITICAL,P2,Vietnamese,"Business Critical Flows","Runtime rollback via feature flag or supported-language configuration must override a previously saved Vietnamese preference cleanly and restore usable English/default flows.","Meera is a program manager in Kochi running a release-day smoke cycle with Vietnamese enabled. She is already using Vietnamese and navigating core screens when the team detects severe missing keys and layout instability. Operations triggers the feature flag rollback for Vietnamese. Meera refreshes or moves to another supported page and expects the product to recover into English/default gracefully rather than leaving cached Vietnamese remnants, broken navigation, or an unusable account state. What breaks if this fails: the feature-flag story and fallback story may each be fine alone, but the seam between live rollback, persisted user preference, and runtime screen recovery fails. Users with saved Vietnamese become stranded in partial screens or infinite switching loops after rollback.","[{""type"":""text"",""key"":""email"",""value"":""{{email}}"",""test_data_id"":""27082"",""value_variables"":[{""name"":""{{email}}"",""value"":""example@gmail.com"",""is_global"":1,""is_environment_variable"":0,""test_data_id"":""27082""}]},{""type"":""text"",""key"":""password"",""value"":""123456"",""test_data_id"":""26045""},{""type"":""text"",""key"":""preferred_language"",""value"":""Vietnamese"",""test_data_id"":"""",""generated"":true,""value_variables"":[]}]","When Vietnamese is disabled through feature flag/configuration, Vietnamese is removed or deactivated as an active runtime choice; users with saved Vietnamese are forced safely to English/default on next resolution path; supported pages remain usable; no blank strings, navigation breaks, or broken session states appear; rollback criteria align with missing-key/layout/override failure conditions.","Step 1: Launch the Bugasura application. 
Step 2: Enter the email in the 'Email' field. 
Step 3: Enter the password in the 'Password' field. 
Step 4: Click the 'Login' button. 
Step 5: Wait for the dashboard to load. 
Step 6: Navigate to 'Account Settings'. 
Step 7: Select 'Vietnamese' from the language dropdown. 
Step 8: Click 'Save' to apply changes. 
Step 9: Refresh the page. 
Step 10: Verify that the UI is displayed in Vietnamese. 
Step 11: Simulate the feature flag rollback to disable Vietnamese. 
Step 12: Refresh the page. 
Step 13: Verify that the UI reverts back to English. 
Step 14: Navigate through core screens to ensure functionality.",,,,,
TES10562,"Neeraj upgrades into a release where Vietnamese becomes available, keeps his old language preference safely, and then chooses Vietnamese without breaking existing account behavior.","Business Critical Flow",HIGH,P2,Vietnamese,"Business Critical Flows","Existing user preference records and upgraded locale options must interoperate cleanly so pre-release accounts are not broken and can adopt Vietnamese safely.","Neeraj is an existing Bugasura user in Ahmedabad who has been using English before the Vietnamese rollout. After the product is upgraded, he signs in with his long-standing account. His existing preference should remain valid, and the new Vietnamese option should appear in settings without disrupting his current experience. He then changes to Vietnamese and continues into supported screens. This journey crosses the upgrade path, old preference compatibility, new language availability, and post-upgrade localization. What breaks if this fails: the rollout story and the language-selection story may each work alone, but the seam between old user state and new locale support breaks. Neeraj may lose his preference, see an invalid stored value, get forced into the wrong language, or be unable to adopt Vietnamese after upgrade.","[{""type"":""text"",""key"":""email"",""value"":""{{email}}"",""test_data_id"":""27082"",""value_variables"":[{""name"":""{{email}}"",""value"":""example@gmail.com"",""is_global"":1,""is_environment_variable"":0,""test_data_id"":""27082""}]},{""type"":""text"",""key"":""password"",""value"":""123456"",""test_data_id"":""26045""},{""type"":""text"",""key"":""preferred_language"",""value"":""Vietnamese"",""test_data_id"":"""",""generated"":true,""value_variables"":[]}]","After upgrade, existing users retain valid current preferences; unknown or legacy language values fall back cleanly; Vietnamese appears as a selectable option without disrupting existing users; once Neeraj selects Vietnamese, supported surfaces localize correctly and persist in later sessions; no bulk migration is required for success of this path.","Step 1: Launch the Bugasura application. 
Step 2: Enter the email in the 'Email' field. 
Step 3: Enter the password in the 'Password' field. 
Step 4: Click the 'Login' button. 
Step 5: Wait for the dashboard to load. 
Step 6: Navigate to 'Account Settings'. 
Step 7: Verify the current language preference is set to English. 
Step 8: Select 'Vietnamese' from the language dropdown. 
Step 9: Click 'Save' to apply changes. 
Step 10: Refresh the page. 
Step 11: Verify that the UI is displayed in Vietnamese. 
Step 12: Log out of the application. 
Step 13: Log back in using the same credentials. 
Step 14: Verify the UI remains in Vietnamese.",,,,,
TES10561,"Kavya uses Bugasura in Vietnamese while her teammate Mohan views the same workspace in English, and both continue working on the same records without affecting each other’s language experience.","Business Critical Flow",CRITICAL,P2,Vietnamese,"Business Critical Flows","Per-user language preference must remain isolated across concurrent users on the same shared workspace while preserving shared business data consistently.","Kavya is a customer success manager in Mumbai supporting a Vietnamese-speaking client, while Mohan is an engineering manager in Delhi who prefers English. They open the same Bugasura workspace and access the same bug records during a live triage call. Kavya has selected Vietnamese earlier and expects navigation, dialogs, and error messages to appear in Vietnamese. Mohan expects the same workspace objects to appear with English product chrome on his side. Both see the same user-entered bug titles and comments because those are shared content, not translated product strings. What breaks if this fails: per-user preference works in isolation, and workspace access works in isolation, but the shared-state seam fails. One user’s language choice may overwrite or leak into the other user’s session, or shared content may become inconsistently localized, causing collaboration breakdown in a mixed-language workspace.","[{""type"":""text"",""key"":""kavya_language"",""value"":""Vietnamese"",""test_data_id"":"""",""generated"":true,""value_variables"":[]},{""type"":""text"",""key"":""mohan_language"",""value"":""English"",""test_data_id"":"""",""generated"":true,""value_variables"":[]}]","Kavya’s UI remains Vietnamese and Mohan’s UI remains English while both use the same workspace at the same time; one user’s language change does not alter the other user’s session; user-entered bug titles/comments remain common shared data and are not auto-translated; both users can perform normal workspace actions without session bleed, stale strings, or cross-user preference contamination.","Step 1: Kavya signs in and sets language to Vietnamese 
Step 2: Mohan signs in and sets language to English 
Step 3: Both users access the same Bugasura workspace 
Step 4: Verify Kavya sees UI in Vietnamese 
Step 5: Verify Mohan sees UI in English 
Step 6: Verify shared content like bug titles/comments remains unchanged 
Step 7: Both perform actions ensuring no cross-language interference occurs",,,,,
TES10560,"Rajesh switches Bugasura to Vietnamese, opens bug records containing Vietnamese and English user-entered text, and then searches those records using Vietnamese diacritics without the entered content being auto-translated.","Business Critical Flow",HIGH,P2,Vietnamese,"Business Critical Flows","Changing UI language must localize only product-owned text while preserving original user-entered data and still allowing searchable Vietnamese characters across connected read/search workflows.","Rajesh is a test engineer in Hyderabad validating a customer workspace that contains real defect data. He switches his UI to Vietnamese so menus, filters, and system messages should become Vietnamese. Then he opens bug records where titles, comments, and names were entered by different teammates in English and Vietnamese, including words with tone marks and near-duplicate spellings. He searches using Vietnamese diacritics and expects Bugasura to find the correct records, while keeping user-entered content unchanged in its original form. What breaks if this fails: the language-switching story works, and search may work in isolation, but the seam between localized product chrome and raw user content handling fails. The app may wrongly translate user-entered content, corrupt the displayed data, or fail to find records with Vietnamese diacritics once the UI language changes, creating confusion over whether the language feature altered business data.","[{""type"":""text"",""key"":""search_term"",""value"":""Nh\u00e0"",""test_data_id"":"""",""generated"":true,""value_variables"":[]}]","After switching to Vietnamese, menus, labels, filters, and messages appear in Vietnamese, but bug titles, comments, and test case details remain exactly as originally entered; Vietnamese diacritics in titles, comments, user names, and search terms are accepted and searchable; search behavior continues to work with Vietnamese characters; no unintended translation or corruption of user-entered content occurs.","Step 1: Sign in to Bugasura 
Step 2: Navigate to 'Profile' or 'Account Settings' 
Step 3: Select 'Vietnamese' from the 'Language' dropdown 
Step 4: Open bug records containing mixed language text 
Step 5: Search records using Vietnamese diacritics 
Step 6: Verify that user-entered content remains unchanged 
Step 7: Verify search results include entries with Vietnamese diacritics",,,,,
TES10559,"Sneha works in Vietnamese, opens a core workflow that includes a partially untranslated dialog and an API-backed message, and completes the task with English fallback only where translation is missing.","Business Critical Flow",CRITICAL,P2,Vietnamese,"Business Critical Flows","Missing Vietnamese resources in one connected surface must degrade gracefully to English without breaking actionability, visibility, or completion of the overall workflow.","Sneha is a support manager in Pune handling defects quickly for a Vietnamese-speaking customer. She has already selected Vietnamese and is navigating a core Bugasura flow. In one step, she opens a dialog that contains product-owned UI labels, then triggers an API-driven confirmation or error message. A few Vietnamese keys are intentionally unavailable in the environment to simulate a real release gap. She should still be able to complete the workflow because untranslated product text should fall back gracefully to English, while translated strings remain Vietnamese. What breaks if this fails: settings correctly store Vietnamese, and some screens render Vietnamese, but when another connected story consumes missing translation keys or localized API responses, the user sees blank buttons, hidden elements, broken dialogs, or unusable action paths. The seam between localization rendering, API-backed content, and fallback behavior fails exactly where the end-to-end workflow matters most.","[{""type"":""text"",""key"":""preferred_language"",""value"":""Vietnamese"",""test_data_id"":"""",""generated"":true,""value_variables"":[]}]","Supported screens remain usable when some Vietnamese translations are unavailable; missing keys fall back to English instead of blanks or hidden controls; mixed-language fallback appears only where translation truly does not exist; API responses designed for localization return Vietnamese where available and English fallback where missing; Sneha can complete the workflow end to end without layout collapse or blocked actions.","Step 1: Sign in to Bugasura with Vietnamese set as preferred language 
Step 2: Open a core workflow involving dialogs and API messages 
Step 3: Verify that UI labels are in Vietnamese 
Step 4: Trigger an API-backed message 
Step 5: Verify message content displays in Vietnamese or falls back to English where translation is missing 
Step 6: Complete the workflow task ensuring no untranslated elements remain",,,,,
TES10558,"Arjun opens Bugasura for the first time with a Vietnamese browser setting, starts in Vietnamese, later chooses English manually, and then returns to see English kept instead of auto-switching back to Vietnamese.","Business Critical Flow",HIGH,P2,Vietnamese,"Business Critical Flows","First-load auto-detection must apply only before a preference is saved, and explicit user preference must win in later sessions across the language resolution chain.","Arjun is a product consultant in Bengaluru helping a distributed team onboard to Bugasura. On his first visit, his browser language is Vietnamese, so Bugasura should detect that and open in Vietnamese because he has no saved preference yet. After exploring, he decides he is more comfortable working in English and explicitly changes the language in settings. Later he logs out and comes back, still using the same browser and network conditions that suggest Vietnamese. He expects English to remain because an explicit user choice should now beat automatic detection. What breaks if this fails: the first-load detection story works, and the manual language selection story works, but the sequencing between them breaks. The system keeps reapplying browser or IP-based detection on later sessions and overrides Arjun’s explicit English choice, forcing him back into Vietnamese and making settings feel powerless.","[{""type"":""text"",""key"":""base_url"",""value"":""https:\/\/bugasura.io"",""test_data_id"":""62""}]","On first access with no saved preference, Bugasura may resolve to Vietnamese using browser language or IP-geolocation; after Arjun explicitly selects English, subsequent sessions must resolve to English regardless of browser/IP Vietnamese signals; structured logs should show the winning source changed from auto-detection to saved user preference; no later session should silently revert to Vietnamese unless the user changes it again.","Step 1: Open Bugasura with Vietnamese browser setting 
Step 2: Verify application loads in Vietnamese 
Step 3: Navigate to 'Profile' or 'Account Settings' 
Step 4: Locate 'Language' dropdown 
Step 5: Select 'English' from the dropdown 
Step 6: Click 'Save Changes' button 
Step 7: Verify that UI labels and navigation are displayed in English 
Step 8: Sign out of the application 
Step 9: Sign back in using the same browser 
Step 10: Verify that the application persists in English",,,,,
TES10557,"Priya chooses Vietnamese in her profile settings, signs out, signs in from another browser on a different device, and continues using the dashboard and settings in Vietnamese.","Business Critical Flow",CRITICAL,P2,Vietnamese,"Business Critical Flows","Server-side saved Vietnamese preference must override browser/device context and drive consistent localization across profile settings, session re-entry, and supported product surfaces.","Priya is a QA lead in Chennai working with a Vietnamese-speaking customer team. She opens Bugasura in English, goes to her profile settings, and changes her language to Vietnamese because she wants to review the product the way her customer sees it. She immediately lands back on product areas like dashboard navigation, menus, dialogs, and settings, and expects those product-owned surfaces to switch to Vietnamese without stale English fragments. Later, she signs out, opens Bugasura from another browser on her laptop, and then from a mobile device. Because her language preference is supposed to be stored on the server-side user profile and not depend only on browser cache, the same Vietnamese experience should continue across sessions and devices. What breaks if this fails: Priya successfully changes the language in settings, but downstream screens still resolve language from browser defaults or local cache instead of the saved profile, so she sees English on the dashboard, mixed-language dialogs, or a reset preference on the second device. The seam between language selection, persistence, and cross-surface localization fails, making the feature feel unreliable and incomplete.","[{""type"":""text"",""key"":""base_url"",""value"":""https:\/\/bugasura.io"",""test_data_id"":""62""},{""type"":""text"",""key"":""email"",""value"":""{{email}}"",""test_data_id"":""27082"",""value_variables"":[{""name"":""{{email}}"",""value"":""example@gmail.com"",""is_global"":1,""is_environment_variable"":0,""test_data_id"":""27082""}]},{""type"":""text"",""key"":""password"",""value"":""Password@123"",""test_data_id"":""26045""}]","Vietnamese selected in profile/settings is saved as the authoritative user preference on the server; supported UI labels, navigation, settings, dialogs, and common error messages render in Vietnamese immediately after selection; after logout/login, browser change, and device change, the same user still sees Vietnamese; browser cache differences do not override the saved preference; no unsupported blank labels or hidden controls appear during the transition; behavior remains aligned with per-user persistence and supported localized surfaces.","Step 1: Navigate to {{base_url}} and open the login page 
Step 2: Locate 'Email' field 
Step 3: Enter {{email}} in the 'Email' field 
Step 4: Locate 'Password' field 
Step 5: Enter {{password}} in the 'Password' field 
Step 6: Click 'Login' button 
Step 7: Wait for the dashboard to load completely 
Step 8: Navigate to 'Profile' or 'Account Settings' 
Step 9: Locate 'Language' dropdown 
Step 10: Select 'Vietnamese' from the dropdown 
Step 11: Click 'Save Changes' button 
Step 12: Verify that UI labels and navigation are displayed in Vietnamese 
Step 13: Sign out of the application 
Step 14: Sign in from another browser or device 
Step 15: Repeat steps 2 to 8 
Step 16: Verify that the dashboard and settings are still in Vietnamese",,,,,
TES10556,"Meera encounters a Vietnamese fallback incident during a live session and the team can trace from her experience to structured logs and localization quality signals.","Business Critical Flow",HIGH,P2,Vietnamese,"Business Critical Flows","User-facing fallback and language-resolution events must produce traceable structured observability signals tied to the same end-to-end session.","Meera is a QA manager in Ahmedabad running a controlled pilot. She signs in with Vietnamese selected, opens several screens, and one dialog falls back to English because a translation is missing. She reports the issue to the release team. This journey crosses runtime language resolution, fallback execution, and observability for localization quality. What breaks if this fails: Meera experiences a visible mixed-language interruption, but the logs do not record why the system chose Vietnamese, where fallback happened, or which screen failed. That means the user-facing localization workflow and the backend observability story are disconnected. The immediate product path may remain usable, but the seam to diagnosis and release control is broken, making production support slow and risky.","[{""type"":""text"",""key"":""email"",""value"":""{{email}}"",""test_data_id"":""27082"",""value_variables"":[{""name"":""{{email}}"",""value"":""example@gmail.com"",""is_global"":1,""is_environment_variable"":0,""test_data_id"":""27082""}]},{""type"":""text"",""key"":""password"",""value"":""{{invalid_password}}"",""test_data_id"":""26045"",""value_variables"":[{""name"":""{{invalid_password}}"",""value"":""123456"",""is_global"":1,""is_environment_variable"":0,""test_data_id"":""26045""}]}]","When Vietnamese is selected or resolved, structured logs capture the source of resolution such as saved preference or auto-detection., When fallback to English occurs, a fallback event is recorded for the affected surface or resource., The user session remains usable while the observability events are generated., Teams can correlate the reported mixed-language experience to logs/metrics or synthetic checks., The observability trail distinguishes normal mixed-language fallback from broader localization failure.","Step 1: Navigate to the Bugasura login page 
Step 2: Enter {{email}} in the 'Email' field 
Step 3: Enter {{password}} in the 'Password' field 
Step 4: Click the 'Login' button 
Step 5: Wait for the dashboard to load 
Step 6: Navigate to various screens including dialogs 
Step 7: Verify fallback to English occurs on untranslated screens 
Step 8: Check logs for fallback events 
Step 9: Verify user session remains usable 
Step 10: Correlate logs with mixed-language experience",,,,,
TES10555,"Nitin uses a Vietnamese-enabled account before rollout rollback, and after the feature flag is turned off he can still access Bugasura in a usable English experience instead of landing in a broken state.","Business Critical Flow",CRITICAL,P2,Vietnamese,"Business Critical Flows","When Vietnamese is disabled by feature flag, accounts with saved Vietnamese preference must fall back safely to English without corrupting access or session usability.","Nitin is a customer success engineer in Delhi supporting a pilot rollout. His account already has Vietnamese saved as the preferred language. During production monitoring, the team notices broken translations and disables the Vietnamese feature flag. Nitin next signs in and opens the dashboard and settings. This journey crosses saved preference, feature flag rollout control, rollback behavior, and fallback to English. What breaks if this fails: the system still tries to honor a no-longer-available Vietnamese preference, causing broken screens, untranslated keys, or login loops. This is a seam failure between the persisted user state and the release-control layer. Even if feature flags and persistence both work individually, the rollback path can strand real users in unusable sessions.","[{""type"":""text"",""key"":""email"",""value"":""{{email}}"",""test_data_id"":""27082"",""value_variables"":[{""name"":""{{email}}"",""value"":""example@gmail.com"",""is_global"":1,""is_environment_variable"":0,""test_data_id"":""27082""}]},{""type"":""text"",""key"":""password"",""value"":""{{invalid_password}}"",""test_data_id"":""26045"",""value_variables"":[{""name"":""{{invalid_password}}"",""value"":""123456"",""is_global"":1,""is_environment_variable"":0,""test_data_id"":""26045""}]}]","If the Vietnamese rollout is disabled, users with saved Vietnamese preference can still log in and use the product., The application falls back to English or default language for in-scope surfaces., No blank screens, broken menus, or untranslated placeholder keys block navigation., The rollback behavior is consistent across dashboard, settings, dialogs, and common error messages., Users are not trapped in an unrecoverable language-selection state.","Step 1: Navigate to the Bugasura login page 
Step 2: Enter {{email}} in the 'Email' field 
Step 3: Enter {{password}} in the 'Password' field 
Step 4: Click the 'Login' button 
Step 5: Wait for the dashboard to load 
Step 6: Verify the dashboard is displayed in English 
Step 7: Navigate to 'Settings' 
Step 8: Verify settings are displayed in English 
Step 9: Log out from the application 
Step 10: Log back in with the same credentials 
Step 11: Verify the application remains in English",,,,,
TES10554,"Kavya searches and reviews bugs containing Vietnamese diacritics after changing the interface language, while the labels change but the underlying search results remain correct.","Business Critical Flow",HIGH,P2,Vietnamese,"Business Critical Flows","UI localization must not alter underlying search/filter behavior, and Vietnamese user-entered data with diacritics must remain searchable and correctly rendered.","Kavya is a test architect in Kochi preparing demo data for a Vietnamese customer. She switches her interface from English to Vietnamese, opens the bug list, and searches for records whose titles, comments, and names contain Vietnamese tone marks and near-duplicate spellings with and without diacritics. She then applies filters and opens matching bug records. This journey crosses UI language switching, Vietnamese data rendering, search acceptance of Vietnamese characters, and the rule that only labels/messages change while core data behavior remains unchanged. What breaks if this fails: after the interface language changes, the search layer or result rendering mishandles Vietnamese data, returning inconsistent results, corrupting characters, or incorrectly translating user-entered bug titles. That would expose a seam failure between localization presentation and data/search behavior.","[{""type"":""text"",""key"":""email"",""value"":""{{email}}"",""test_data_id"":""27082"",""value_variables"":[{""name"":""{{email}}"",""value"":""example@gmail.com"",""is_global"":1,""is_environment_variable"":0,""test_data_id"":""27082""}]},{""type"":""text"",""key"":""password"",""value"":""{{invalid_password}}"",""test_data_id"":""26045"",""value_variables"":[{""name"":""{{invalid_password}}"",""value"":""123456"",""is_global"":1,""is_environment_variable"":0,""test_data_id"":""26045""}]},{""type"":""text"",""key"":""search_term"",""value"":""bug with diacritics"",""test_data_id"":"""",""generated"":true,""value_variables"":[]}]","After changing the UI language, labels and system messages appear in Vietnamese., Search, filter, and sorting behavior continue to function as designed without unintended locale-side behavior changes., Vietnamese characters with diacritics are accepted, stored, rendered, and searchable in bug titles, comments, names, and search terms., User-entered content is not translated or altered by the interface language switch., Matching records can be opened and viewed successfully in the same workflow.","Step 1: Kavya logs into Bugasura and sets language to Vietnamese. 
Step 2: Open 'Bug List' and search for records with Vietnamese diacritics. 
Step 3: Verify search results include titles and comments with diacritics. 
Step 4: Apply filters and sort search results. 
Step 5: Open matching bug records. 
Step 6: Verify labels and system messages appear in Vietnamese. 
Step 7: Verify user-entered content is not altered by language switch.",,,,,
TES10553,"Rajesh opens a Vietnamese session, hits a screen where the Vietnamese resource is missing, and continues the workflow using English fallback without losing his saved Vietnamese preference.","Business Critical Flow",CRITICAL,P2,Vietnamese,"Business Critical Flows","Missing or failed Vietnamese resources must trigger graceful English fallback while preserving the user’s saved Vietnamese preference for later retry.","Rajesh is a release manager in Mumbai validating the rollout before enabling it for pilot users. He saves Vietnamese as his preferred language and navigates through core screens. On one page, the Vietnamese resource bundle is incomplete or fails to load. Instead of stopping, he continues through the page, opens a dialog, triggers a validation error, and then moves to another page. This journey crosses persisted language preference, fallback behavior, page usability, and continued navigation after a localization failure. What breaks if this fails: the application shows blank values, placeholder keys, unusable controls, or silently resets Rajesh’s saved preference to English after one failed page load. That would mean the fallback story and persistence story do not work together, causing an end-to-end failure precisely when resilience matters most.","[{""type"":""text"",""key"":""email"",""value"":""{{email}}"",""test_data_id"":""27082"",""value_variables"":[{""name"":""{{email}}"",""value"":""example@gmail.com"",""is_global"":1,""is_environment_variable"":0,""test_data_id"":""27082""}]},{""type"":""text"",""key"":""password"",""value"":""{{invalid_password}}"",""test_data_id"":""26045"",""value_variables"":[{""name"":""{{invalid_password}}"",""value"":""123456"",""is_global"":1,""is_environment_variable"":0,""test_data_id"":""26045""}]}]","If Vietnamese resources are missing or fail to load on a page, product-owned text falls back to English., No blank screen, hidden controls, untranslated keys, or unusable form/dialog states appear., Rajesh can continue the business workflow on the affected page and subsequent pages., The saved profile preference remains Vietnamese after the fallback incident., Later pages continue using Vietnamese where resources are available and English only where fallback is needed.","Step 1: Rajesh logs into Bugasura with language set to Vietnamese. 
Step 2: Navigate through core screens. 
Step 3: Encounter a screen where Vietnamese resource is missing. 
Step 4: Verify fallback to English text occurs. 
Step 5: Continue workflow opening dialogs and triggering validations. 
Step 6: Verify no blank screens or unusable controls appear. 
Step 7: Verify that saved language preference remains Vietnamese.",,,,,
TES10552,"Sneha works in Vietnamese while Ravi views the same workspace in English and both open the same bug details and comments during the same time window.","Business Critical Flow",HIGH,P2,Vietnamese,"Business Critical Flows","Language preference must be isolated per user while shared workspace content remains consistent and user-entered text remains unaltered.","Sneha, a support manager in Pune, prefers Vietnamese because she is coordinating with a pilot customer. Ravi, an engineering manager in Hyderabad, stays on English. Both open the same Bugasura workspace and the same bug record at nearly the same time. Sneha reads menus, buttons, dialogs, and system messages in Vietnamese, while Ravi expects English. The bug title and comments were written by users and include Vietnamese diacritics. This journey crosses per-user language preference, mixed-language workspace behavior, localization boundaries, and the rule that user-entered content must remain unchanged. What breaks if this fails: when Sneha changes her language, Ravi’s view also changes, or the bug title/comment text is incorrectly translated or corrupted. That means the shared workspace and shared entity handling between user preference and content rendering has failed. It is a classic seam issue: the same data object is consumed by two stories with different presentation rules.","[{""type"":""text"",""key"":""email_sneha"",""value"":""{{email}}"",""test_data_id"":""27082"",""value_variables"":[{""name"":""{{email}}"",""value"":""example@gmail.com"",""is_global"":1,""is_environment_variable"":0,""test_data_id"":""27082""}]},{""type"":""text"",""key"":""password_sneha"",""value"":""{{invalid_password}}"",""test_data_id"":""26045"",""value_variables"":[{""name"":""{{invalid_password}}"",""value"":""123456"",""is_global"":1,""is_environment_variable"":0,""test_data_id"":""26045""}]},{""type"":""text"",""key"":""email_ravi"",""value"":""{{email}}"",""test_data_id"":""27082"",""value_variables"":[{""name"":""{{email}}"",""value"":""example@gmail.com"",""is_global"":1,""is_environment_variable"":0,""test_data_id"":""27082""}]},{""type"":""text"",""key"":""password_ravi"",""value"":""{{invalid_password}}"",""test_data_id"":""26045"",""value_variables"":[{""name"":""{{invalid_password}}"",""value"":""123456"",""is_global"":1,""is_environment_variable"":0,""test_data_id"":""26045""}]}]","Sneha sees product-owned UI text in Vietnamese while Ravi sees product-owned UI text in English in the same workspace., Neither user’s language setting changes the other user’s interface., Bug titles, comments, and other user-entered content remain exactly as entered for both users., Vietnamese diacritics render correctly in shared content for both users., Shared actions on the same workspace do not overwrite per-user language state.","Step 1: Sneha logs into Bugasura and sets language to Vietnamese. 
Step 2: Ravi logs into Bugasura and sets language to English. 
Step 3: Both Sneha and Ravi open the same workspace and bug details. 
Step 4: Verify Sneha sees UI text in Vietnamese. 
Step 5: Verify Ravi sees UI text in English. 
Step 6: Verify bug titles and comments remain unchanged for both users. 
Step 7: Verify Vietnamese diacritics render correctly in shared content.",,,,,
TES10551,"Arjun switches Bugasura to Vietnamese and continues working through navigation, dialogs, settings, and API-backed screens in the same session without refreshing the page.","Business Critical Flow",CRITICAL,P2,Vietnamese,"Business Critical Flows","A language change in settings must propagate immediately and consistently to connected UI modules and localized API-backed content within the same session.","Arjun is a product analyst in Bengaluru helping a Vietnamese-speaking client during a live demo. He starts in English, opens profile settings, chooses Vietnamese, and immediately continues to the dashboard, bug list, filters, detail dialogs, and settings pages. This journey crosses language selection, immediate UI refresh behavior, localization of product-owned text, and API responses designed to return localized strings. What breaks if this fails: Arjun changes the language successfully in settings, but downstream screens continue to show stale English labels, partially translated dialogs, or API-backed messages in the old language. That means the settings story works in isolation, but the handoff to dependent modules and localized responses fails, leaving a fragmented mixed-state experience during a real workflow. The requirements explicitly call for immediate-feeling switching, localized UI surfaces, and localized API-backed text where designed.","[{""type"":""text"",""key"":""email"",""value"":""{{email}}"",""test_data_id"":""27082"",""value_variables"":[{""name"":""{{email}}"",""value"":""example@gmail.com"",""is_global"":1,""is_environment_variable"":0,""test_data_id"":""27082""}]},{""type"":""text"",""key"":""password"",""value"":""{{invalid_password}}"",""test_data_id"":""26045"",""value_variables"":[{""name"":""{{invalid_password}}"",""value"":""123456"",""is_global"":1,""is_environment_variable"":0,""test_data_id"":""26045""}]}]","After selecting Vietnamese, the UI updates within the same interaction without forced full-page refresh., Navigation items, menus, settings labels, dialogs, and common error messages appear in Vietnamese., API responses designed to return localized text are rendered in Vietnamese in the same session., No broken placeholders, untranslated keys, or stale English strings remain on in-scope surfaces except permitted fallback cases., The workflow stays functionally usable while language text changes.","Step 1: Launch Bugasura in English language. 
Step 2: Navigate to 'Profile Settings'. 
Step 3: Select 'Vietnamese' from the language dropdown. 
Step 4: Click 'Save Changes' button. 
Step 5: Verify UI updates to Vietnamese without page refresh. 
Step 6: Navigate to 'Dashboard', 'Bug List', and 'Settings'. 
Step 7: Verify all navigation items and dialogs appear in Vietnamese. 
Step 8: Verify API-backed messages are localized to Vietnamese. 
Step 9: Verify no stale English strings remain.",,,,,
TES10550,"Priya opens Bugasura for the first time in Vietnamese, changes her language to English in settings, signs out, and later signs in from another device where the browser is still set to Vietnamese.","Business Critical Flow",CRITICAL,P2,Vietnamese,"Business Critical Flows","Explicitly saved language preference on the server must override browser/IP auto-detection across logout, login, browser change, and device change.","Priya is a QA lead in Chennai working with a Vietnamese customer pilot. On her first visit, Bugasura detects Vietnamese from her browser or location and opens the product in Vietnamese. She then goes into profile settings and explicitly changes her language to English because she is preparing English screenshots for her internal team. Later that day, she logs out and signs in again from another laptop whose browser is still configured for Vietnamese. This journey crosses automatic language detection, explicit user language selection, server-side persistence, and cross-device restoration of preference. What breaks if this fails: Priya’s saved English preference is lost at the handoff between detection logic and persisted profile preference, so the second device reverts her back to Vietnamese. That creates a seam failure where first-load detection overrides the already-saved user choice, making the product feel unreliable and causing confusion in a core onboarding-to-settings-to-login workflow. This flow is grounded in the requirement that saved user preference must override automatic detection and persist across sessions and devices.","[{""type"":""text"",""key"":""email"",""value"":""{{email}}"",""test_data_id"":""27082"",""value_variables"":[{""name"":""{{email}}"",""value"":""example@gmail.com"",""is_global"":1,""is_environment_variable"":0,""test_data_id"":""27082""}]},{""type"":""text"",""key"":""password"",""value"":""{{invalid_password}}"",""test_data_id"":""26045"",""value_variables"":[{""name"":""{{invalid_password}}"",""value"":""123456"",""is_global"":1,""is_environment_variable"":0,""test_data_id"":""26045""}]}]","On first load with no saved preference, Bugasura may default to Vietnamese based on detection., After Priya changes language to English, the language preference is saved in her user profile as the authoritative source., After logout and login on another device with Vietnamese browser settings, the application opens in English, not Vietnamese., No stale Vietnamese labels remain after login on the second device., The workflow remains usable without requiring manual reset of language preference.","Step 1: Launch Bugasura with browser language set to Vietnamese. 
Step 2: Verify UI labels, navigation, and menu items appear in Vietnamese. 
Step 3: Navigate to 'Profile Settings'. 
Step 4: Select 'English' from the language dropdown. 
Step 5: Click 'Save Changes' button. 
Step 6: Verify language preference is saved in user profile. 
Step 7: Sign out of Bugasura. 
Step 8: Sign in on another device where browser language is set to Vietnamese. 
Step 9: Verify application opens in English. 
Step 10: Verify no stale Vietnamese labels remain.",,,,,
